,Unnamed: 0,Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
3969,4131,28-09-2019 15:00,Levante,1.7,1.7,Cadiz,Jesús Gil Manzano,1.8,0.8,Low,Low,Moderate,High,Low,Home,0,1,Away
3970,4132,28-09-2019 15:00,Celta Vigo,0.9,2.3,Alaves,Mario Melero López,0.9,1.4,Low,Low,Low,High,Low,Home,1,4,Away
3971,4133,28-09-2019 17:30,Valencia,1.2,2.4,Atletico Madrid,Carlos Del Cerro Grande,0.7,1.8,Low,Low,Low,High,Low,Home,2,1,Home
3972,4134,29-09-2019 16:30,Mallorca,0.3,1.4,Sevilla,Guillermo Cuadra Fernández,0.3,1.3,Low,Low,Low,Moderate,Low,Away,0,2,Away
3973,4135,30-09-2019 20:00,Barcelona,2.0,1.4,Real Betis,Jesús Gil Manzano,1.2,0.8,Moderate,Moderate,Moderate,High,Moderate,Home,1,1,Draw
3974,4136,05-10-2019 12:30,Real Betis,2.5,1.1,Villarreal,Carlos Del Cerro Grande,1.3,0.4,Moderate,High,Low,High,Moderate,Home,3,1,Home
3975,4137,05-10-2019 15:00,Barcelona,1.2,0.6,Sevilla,Mario Melero López,1.1,0.5,Moderate,Low,Moderate,Moderate,Moderate,Away,1,0,Home
3976,4138,05-10-2019 15:00,Cadiz,0.2,1.1,Espanyol,Alejandro Hernández Hernández,1.8,1.6,Low,Low,Moderate,Moderate,Moderate,Home,2,0,Home
3977,4139,05-10-2019 15:00,Real Madrid,0.5,1.1,Rayo Vallecano,Juan Martínez Munuera,0.3,1.0,Moderate,Moderate,Moderate,Moderate,Moderate,Away,1,0,Home
3978,4140,05-10-2019 15:00,Alaves,2.6,0.7,Granada,Carlos Del Cerro Grande,2.2,0.7,Moderate,Moderate,Moderate,Moderate,Moderate,Away,2,0,Home
3979,4141,05-10-2019 17:30,Villarreal,2.1,0.8,Real Betis,Alejandro Hernández Hernández,2.0,0.7,Moderate,High,Low,High,Moderate,Home,1,1,Draw
3980,4142,06-10-2019 14:00,Real Betis,1.4,0.9,Getafe,Carlos Del Cerro Grande,0.4,0.2,Moderate,High,Low,High,Low,Away,2,1,Home
3981,4143,06-10-2019 14:00,Sevilla,3.9,1.4,Mallorca,Alejandro Hernández Hernández,2.7,1.2,Moderate,Moderate,Moderate,Moderate,Moderate,Home,2,2,Draw
3982,4144,06-10-2019 14:00,Cadiz,2.9,0.5,Real Sociedad,Guillermo Cuadra Fernández,4.4,1.3,Moderate,Moderate,Low,High,Low,Home,4,0,Home
3983,4145,06-10-2019 16:30,Levante,2.4,1.3,Sevilla,Alejandro Hernández Hernández,0.3,1.0,Low,Low,Moderate,High,Low,Home,3,1,Home
3984,4146,19-10-2019 12:30,Real Sociedad,1.5,0.3,Real Betis,Juan Martínez Munuera,0.7,0.3,Low,Moderate,Moderate,High,Moderate,Home,1,1,Draw
3985,4147,19-10-2019 15:00,Getafe,1.9,1.3,Barcelona,Alejandro Hernández Hernández,1.6,1.2,Low,Moderate,Moderate,Moderate,Moderate,Away,1,2,Away
3986,4148,19-10-2019 15:00,Alaves,2.6,0.9,Getafe,Jesús Gil Manzano,1.8,0.9,Low,Moderate,Low,Moderate,Moderate,Home,2,0,Home
3987,4149,19-10-2019 15:00,Atletico Madrid,2.2,1.0,Getafe,Jesús Gil Manzano,1.9,1.0,Moderate,Moderate,Low,High,Moderate,Away,2,1,Home
3988,4150,19-10-2019 15:00,Elche,0.6,1.1,Granada,Antonio Mateu Lahoz,0.2,1.1,Low,Moderate,Moderate,Moderate,Low,Home,1,0,Home
3989,4151,19-10-2019 15:00,Atletico Madrid,0.8,2.1,Alaves,Antonio Mateu Lahoz,0.4,1.7,Moderate,High,Moderate,High,Low,Away,2,1,Home
3990,4152,19-10-2019 15:00,Real Sociedad,0.5,2.0,Celta Vigo,Mario Melero López,0.2,1.9,Moderate,Moderate,Moderate,High,Moderate,Home,0,2,Away
3991,4153,19-10-2019 17:30,Getafe,0.8,1.3,Espanyol,José María Sánchez Martínez,0.8,0.3,Moderate,Low,Moderate,Moderate,Low,Home,1,2,Away
3992,4154,20-10-2019 16:30,Atletico Madrid,1.0,1.0,Mallorca,Guillermo Cuadra Fernández,0.9,1.0,Low,Low,Low,Moderate,Moderate,Home,2,3,Away
3993,4155,21-10-2019 20:00,Atletico Madrid,0.9,1.7,Elche,Guillermo Cuadra Fernández,0.8,0.6,Moderate,High,Low,High,Moderate,Home,1,0,Home
3994,4156,25-10-2019 20:00,Getafe,1.7,1.1,Valencia,Guillermo Cuadra Fernández,0.4,0.8,High,Moderate,Low,High,Low,Home,5,0,Home
3995,4157,26-10-2019 12:30,Osasuna,1.0,1.4,Alaves,Carlos Del Cerro Grande,0.9,0.9,Low,Moderate,Moderate,Moderate,Moderate,Away,0,1,Away
3996,4158,26-10-2019 15:00,Celta Vigo,1.3,1.3,Espanyol,Mario Melero López,1.0,0.6,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
3997,4159,26-10-2019 15:00,Athletic Bilbao,0.5,0.4,Barcelona,Antonio Mateu Lahoz,0.3,0.3,Low,Low,Low,High,Low,Home,0,0,Draw
3998,4160,26-10-2019 15:00,Real Madrid,0.8,1.5,Mallorca,Carlos Del Cerro Grande,0.8,0.9,Low,Moderate,Moderate,Moderate,Moderate,Home,2,1,Home
3999,4161,26-10-2019 17:30,Villarreal,1.3,1.8,Sevilla,Alejandro Hernández Hernández,1.1,1.4,Low,Low,Low,Moderate,Moderate,Away,1,4,Away
4000,4162,27-10-2019 14:00,Sevilla,1.0,0.5,Barcelona,José María Sánchez Martínez,0.3,0.4,Moderate,Moderate,Low,High,Low,Away,0,0,Draw
4001,4163,27-10-2019 16:30,Real Madrid,0.9,3.5,Celta Vigo,Mario Melero López,0.4,3.4,Low,Moderate,Moderate,Moderate,Low,Home,0,2,Away
4002,4164,27-10-2019 16:30,Athletic Bilbao,0.6,1.5,Espanyol,Juan Martínez Munuera,0.5,0.5,Moderate,High,Moderate,High,Low,Away,1,1,Draw
4003,4165,27-10-2019 16:30,Rayo Vallecano,1.0,1.0,Villarreal,Antonio Mateu Lahoz,0.8,0.8,Moderate,Moderate,Moderate,Moderate,Low,Away,1,2,Away
4004,4166,02-11-2019 12:30,Getafe,1.1,3.2,Alaves,José María Sánchez Martínez,0.4,2.4,Low,Moderate,Moderate,Moderate,High,Home,0,5,Away
4005,4167,02-11-2019 15:00,Granada,0.7,2.8,Villarreal,Guillermo Cuadra Fernández,0.7,2.7,Low,Low,Low,High,Moderate,Home,2,3,Away
4006,4168,02-11-2019 15:00,Getafe,0.5,0.6,Elche,Juan Martínez Munuera,0.3,0.5,Moderate,High,Low,High,Low,Home,1,0,Home
4007,4169,02-11-2019 15:00,Athletic Bilbao,4.5,1.4,Getafe,Guillermo Cuadra Fernández,0.8,1.2,High,Moderate,Moderate,High,Low,Home,4,1,Home
4008,4170,02-11-2019 15:00,Athletic Bilbao,0.3,1.6,Granada,Carlos Del Cerro Grande,1.7,0.4,Moderate,High,Moderate,High,High,Home,0,4,Away
4009,4171,02-11-2019 15:00,Celta Vigo,0.6,0.9,Valencia,José María Sánchez Martínez,2.1,1.8,Moderate,Moderate,Moderate,High,Low,Away,0,2,Away
4010,4172,02-11-2019 15:00,Getafe,2.0,1.7,Getafe,Jesús Gil Manzano,1.4,1.6,Moderate,High,Low,High,Low,Away,1,3,Away
4011,4173,02-11-2019 17:30,Atletico Madrid,2.3,0.7,Granada,Juan Martínez Munuera,2.2,0.6,Moderate,Low,Low,High,Moderate,Home,3,1,Home
4012,4174,03-11-2019 14:00,Mallorca,2.2,1.0,Alaves,José María Sánchez Martínez,1.2,0.8,Moderate,Moderate,Moderate,High,Low,Away,0,1,Away
4013,4175,03-11-2019 16:30,Rayo Vallecano,2.2,1.5,Alaves,José María Sánchez Martínez,1.3,1.2,Moderate,Low,Moderate,High,Moderate,Home,4,3,Home
4014,4176,08-11-2019 20:00,Getafe,0.7,1.8,Cadiz,Antonio Mateu Lahoz,0.6,1.5,Low,Moderate,Moderate,Moderate,Moderate,Home,1,1,Draw
4015,4177,09-11-2019 12:30,Mallorca,0.7,2.4,Elche,Jesús Gil Manzano,0.5,1.3,Low,Low,Low,High,Low,Away,2,3,Away
4016,4178,09-11-2019 15:00,Mallorca,1.4,1.1,Levante,Alejandro Hernández Hernández,0.7,0.5,Low,Low,Moderate,High,Low,Away,1,2,Away
4017,4179,09-11-2019 15:00,Valencia,3.0,0.5,Villarreal,Carlos Del Cerro Grande,1.6,0.3,Moderate,Moderate,Moderate,Moderate,Moderate,Home,1,0,Home
4018,4180,09-11-2019 15:00,Real Sociedad,2.9,0.4,Rayo Vallecano,José María Sánchez Martínez,1.6,0.4,Moderate,Moderate,Low,High,Low,Home,2,2,Draw
4019,4181,09-11-2019 15:00,Mallorca,2.0,0.3,Villarreal,Alejandro Hernández Hernández,1.8,0.3,Moderate,High,Low,High,Moderate,Away,3,0,Home
4020,4182,09-11-2019 17:30,Villarreal,0.5,1.9,Real Sociedad,Carlos Del Cerro Grande,1.3,0.7,Moderate,Moderate,Low,High,Low,Home,0,2,Away
4021,4183,10-11-2019 14:00,Granada,1.2,0.8,Cadiz,Mario Melero López,1.1,0.6,Moderate,Moderate,Moderate,High,Low,Home,2,1,Home
4022,4184,10-11-2019 14:00,Granada,2.7,0.7,Atletico Madrid,Alejandro Hernández Hernández,1.0,0.7,Moderate,High,Low,High,Moderate,Away,3,1,Home
4023,4185,10-11-2019 16:30,Alaves,1.2,0.4,Celta Vigo,Mario Melero López,1.0,0.3,Low,Moderate,Low,High,Low,Home,0,0,Draw
4024,4186,23-11-2019 12:30,Levante,1.5,0.5,Real Betis,Carlos Del Cerro Grande,1.5,0.5,Low,Moderate,Moderate,High,Low,Home,5,1,Home
4025,4187,23-11-2019 15:00,Espanyol,1.1,2.0,Sevilla,José María Sánchez Martínez,1.1,1.5,Low,Low,Moderate,Moderate,Low,Away,2,1,Home
4026,4188,23-11-2019 15:00,Barcelona,2.4,0.8,Mallorca,Mario Melero López,2.2,0.6,Low,High,Moderate,High,Moderate,Away,3,0,Home
4027,4189,23-11-2019 15:00,Atletico Madrid,1.1,1.0,Real Betis,Antonio Mateu Lahoz,0.7,1.0,Low,Low,Moderate,Moderate,Moderate,Home,3,1,Home
4028,4190,23-11-2019 15:00,Barcelona,1.4,1.9,Villarreal,Jesús Gil Manzano,1.0,1.7,Moderate,Moderate,Low,Moderate,Low,Home,1,1,Draw
4029,4191,23-11-2019 15:00,Osasuna,2.0,1.3,Real Betis,Jesús Gil Manzano,0.6,1.1,Low,Moderate,Low,High,Low,Home,2,1,Home
4030,4192,23-11-2019 15:00,Cadiz,1.9,1.5,Levante,Juan Martínez Munuera,0.3,0.4,Moderate,Moderate,Moderate,Moderate,Moderate,Away,2,4,Away
4031,4193,23-11-2019 17:30,Athletic Bilbao,1.4,2.1,Real Sociedad,Carlos Del Cerro Grande,1.3,1.8,Moderate,High,Moderate,Moderate,High,Home,2,2,Draw
4032,4194,24-11-2019 16:30,Alaves,2.8,0.6,Valencia,Antonio Mateu Lahoz,0.1,1.8,Low,Moderate,Moderate,High,Moderate,Away,2,0,Home
4033,4195,25-11-2019 20:00,Celta Vigo,1.2,0.4,Barcelona,Alejandro Hernández Hernández,0.7,0.2,Low,Moderate,Low,Moderate,Low,Away,0,0,Draw
4034,4196,30-11-2019 12:30,Atletico Madrid,2.4,0.6,Getafe,Guillermo Cuadra Fernández,1.5,0.6,Moderate,Moderate,Low,High,Low,Away,4,0,Home
4035,4197,30-11-2019 15:00,Real Sociedad,1.8,2.5,Cadiz,Alejandro Hernández Hernández,1.4,2.5,Moderate,Low,Moderate,Moderate,Low,Home,2,1,Home
4036,4198,30-11-2019 15:00,Real Sociedad,1.1,0.5,Sevilla,Jesús Gil Manzano,1.0,0.4,Low,Moderate,Moderate,Moderate,Low,Away,1,0,Home
4037,4199,30-11-2019 15:00,Barcelona,0.7,0.3,Cadiz,Carlos Del Cerro Grande,0.6,0.2,Moderate,High,Low,High,Moderate,Away,2,0,Home
4038,4200,30-11-2019 15:00,Espanyol,1.0,1.5,Getafe,Mario Melero López,0.9,1.4,Moderate,Low,Moderate,Moderate,Moderate,Home,2,2,Draw
4039,4201,30-11-2019 17:30,Villarreal,0.8,0.7,Real Sociedad,Carlos Del Cerro Grande,0.7,0.6,Moderate,Low,Low,High,Low,Away,0,1,Away
4040,4202,01-12-2019 14:00,Rayo Vallecano,3.3,0.3,Getafe,Guillermo Cuadra Fernández,2.2,0.3,Moderate,High,Moderate,Moderate,Moderate,Home,9,0,Home
4041,4203,01-12-2019 14:00,Getafe,1.2,2.9,Valencia,Antonio Mateu Lahoz,0.7,2.2,Low,Moderate,Low,High,Low,Home,1,0,Home
4042,4204,01-12-2019 16:30,Osasuna,2.0,0.1,Granada,Juan Martínez Munuera,2.0,0.1,Low,Moderate,Moderate,High,Low,Away,4,0,Home
4043,4205,01-12-2019 16:30,Cadiz,1.2,2.6,Valencia,Mario Melero López,1.2,2.2,Low,Low,Moderate,High,Low,Away,2,2,Draw
4044,4206,03-12-2019 19:30,Valencia,2.1,0.5,Cadiz,Alejandro Hernández Hernández,1.9,0.4,Low,Moderate,Low,High,Moderate,Home,3,0,Home
4045,4207,03-12-2019 20:15,Atletico Madrid,2.4,0.9,Mallorca,Guillermo Cuadra Fernández,1.0,0.7,Moderate,Low,Moderate,Moderate,Low,Home,2,1,Home
4046,4208,04-12-2019 19:30,Levante,1.8,0.4,Real Betis,José María Sánchez Martínez,1.1,0.9,Low,Low,Low,High,Moderate,Home,0,0,Draw
4047,4209,04-12-2019 19:30,Cadiz,2.3,1.7,Athletic Bilbao,José María Sánchez Martínez,0.5,1.0,Moderate,Low,Moderate,Moderate,Low,Away,3,0,Home
4048,4210,04-12-2019 19:30,Celta Vigo,2.5,0.7,Sevilla,José María Sánchez Martínez,2.4,0.5,Low,Moderate,Low,Moderate,High,Away,1,1,Draw
4049,4211,04-12-2019 19:30,Villarreal,1.9,1.5,Valencia,José María Sánchez Martínez,1.8,1.4,Low,High,Moderate,Moderate,Moderate,Away,3,2,Home
4050,4212,04-12-2019 19:30,Real Madrid,2.2,1.3,Levante,Antonio Mateu Lahoz,2.1,0.9,Moderate,Moderate,Low,High,Low,Away,1,2,Away
4051,4213,04-12-2019 20:15,Cadiz,1.0,0.3,Villarreal,José María Sánchez Martínez,1.0,0.3,Moderate,High,Moderate,High,Low,Home,1,0,Home
4052,4214,05-12-2019 19:30,Real Betis,1.0,0.6,Celta Vigo,Carlos Del Cerro Grande,1.9,1.4,High,Moderate,Low,High,Moderate,Away,0,1,Away
4053,4215,05-12-2019 20:15,Valencia,0.7,1.1,Real Sociedad,Guillermo Cuadra Fernández,0.6,0.5,Moderate,Moderate,Low,High,High,Home,0,2,Away
4054,4216,07-12-2019 12:30,Athletic Bilbao,1.1,0.7,Celta Vigo,Guillermo Cuadra Fernández,1.0,0.4,Low,Low,Moderate,Moderate,Moderate,Away,0,3,Away
4055,4217,07-12-2019 15:00,Villarreal,1.3,0.4,Getafe,Guillermo Cuadra Fernández,0.5,1.7,Moderate,Moderate,Moderate,Moderate,High,Home,1,1,Draw
4056,4218,07-12-2019 15:00,Osasuna,1.4,0.7,Alaves,Guillermo Cuadra Fernández,1.1,0.7,High,Moderate,Low,High,Low,Away,1,2,Away
4057,4219,07-12-2019 15:00,Real Sociedad,1.2,1.4,Cadiz,José María Sánchez Martínez,1.3,0.7,Moderate,Moderate,Moderate,High,Low,Home,1,0,Home
4058,4220,07-12-2019 17:30,Real Betis,1.2,1.6,Villarreal,Carlos Del Cerro Grande,1.2,0.8,Moderate,Low,Moderate,Low,Low,Home,2,3,Away
4059,4221,08-12-2019 14:00,Real Madrid,0.6,1.9,Villarreal,Juan Martínez Munuera,0.6,1.3,Low,High,Moderate,Moderate,High,Home,0,3,Away
4060,4222,08-12-2019 14:00,Villarreal,0.8,2.0,Real Sociedad,José María Sánchez Martínez,0.3,1.8,Moderate,High,Low,High,Low,Away,1,3,Away
4061,4223,08-12-2019 14:00,Villarreal,0.1,1.3,Real Madrid,Mario Melero López,0.1,1.2,Low,High,Moderate,High,Low,Away,1,2,Away
4062,4224,08-12-2019 16:30,Villarreal,0.5,1.3,Elche,Guillermo Cuadra Fernández,0.5,1.1,Low,Low,Moderate,Moderate,Low,Home,1,0,Home
4063,4225,09-12-2019 20:00,Granada,0.8,2.0,Villarreal,Juan Martínez Munuera,0.3,1.0,Moderate,High,Moderate,Moderate,Moderate,Home,1,2,Away
4064,4226,14-12-2019 12:30,Cadiz,0.5,3.4,Villarreal,Mario Melero López,0.3,3.2,Low,Low,Moderate,Moderate,Low,Home,0,5,Away
4065,4227,14-12-2019 15:00,Osasuna,1.2,1.3,Atletico Madrid,Antonio Mateu Lahoz,0.9,1.1,Low,Moderate,Moderate,High,Low,Home,2,2,Draw
4066,4228,14-12-2019 15:00,Granada,1.1,1.0,Villarreal,José María Sánchez Martínez,1.0,0.6,Low,Low,Low,High,Moderate,Home,1,1,Draw
4067,4229,14-12-2019 15:00,Getafe,1.1,2.0,Sevilla,Guillermo Cuadra Fernández,1.1,1.5,Low,Low,Moderate,Moderate,Low,Away,2,1,Home
4068,4230,14-12-2019 15:00,Valencia,0.5,1.3,Real Madrid,José María Sánchez Martínez,0.1,0.5,Moderate,Moderate,Low,Moderate,Moderate,Away,0,3,Away
4069,4231,14-12-2019 17:30,Cadiz,0.4,1.4,Mallorca,José María Sánchez Martínez,0.3,1.4,Moderate,Moderate,Moderate,Moderate,Low,Away,0,2,Away
4070,4232,15-12-2019 14:00,Real Betis,2.0,0.8,Osasuna,Carlos Del Cerro Grande,1.9,0.8,Low,Low,Moderate,High,Moderate,Home,1,1,Draw
4071,4233,15-12-2019 14:00,Osasuna,1.1,1.5,Alaves,Jesús Gil Manzano,1.0,1.3,Moderate,Moderate,High,Moderate,Low,Away,2,3,Away
4072,4234,15-12-2019 16:30,Mallorca,1.2,1.3,Espanyol,Jesús Gil Manzano,1.5,0.9,Low,Low,Moderate,Moderate,Moderate,Away,1,2,Away
4073,4235,16-12-2019 19:45,Alaves,2.2,0.1,Elche,Jesús Gil Manzano,1.8,0.1,Low,Low,Low,Moderate,Moderate,Away,0,0,Draw
4074,4236,21-12-2019 12:30,Mallorca,1.6,0.9,Sevilla,Antonio Mateu Lahoz,1.4,0.8,Moderate,Moderate,Moderate,Moderate,Low,Away,1,0,Home
4075,4237,21-12-2019 15:00,Barcelona,0.6,1.3,Alaves,Jesús Gil Manzano,0.6,1.2,Low,Low,Low,High,Low,Away,0,0,Draw
4076,4238,21-12-2019 15:00,Granada,1.0,1.3,Granada,Alejandro Hernández Hernández,0.5,1.3,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
4077,4239,21-12-2019 15:00,Celta Vigo,0.9,1.4,Levante,Jesús Gil Manzano,0.4,1.4,Low,Low,Low,Moderate,Moderate,Home,1,0,Home
4078,4240,21-12-2019 15:00,Atletico Madrid,1.9,0.3,Valencia,Juan Martínez Munuera,1.6,0.1,High,High,Low,High,Low,Away,1,0,Home
4079,4241,21-12-2019 15:00,Valencia,2.5,2.3,Elche,Antonio Mateu Lahoz,1.4,0.9,Moderate,Low,Moderate,Moderate,High,Home,3,3,Draw
4080,4242,21-12-2019 17:30,Espanyol,1.5,0.9,Osasuna,Jesús Gil Manzano,1.5,0.8,Moderate,High,Moderate,Moderate,Moderate,Home,2,0,Home
4081,4243,22-12-2019 14:00,Getafe,2.2,0.3,Cadiz,Guillermo Cuadra Fernández,1.5,0.2,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
4082,4244,22-12-2019 16:30,Valencia,1.7,0.7,Granada,Mario Melero López,1.4,0.6,Moderate,Moderate,Moderate,Moderate,Moderate,Home,1,0,Home
4083,4245,26-12-2019 12:30,Granada,0.5,2.3,Atletico Madrid,Guillermo Cuadra Fernández,0.4,1.5,Moderate,Moderate,Moderate,High,Moderate,Home,0,3,Away
4084,4246,26-12-2019 15:00,Real Madrid,2.7,0.4,Elche,Carlos Del Cerro Grande,2.7,0.4,Moderate,Low,Low,Moderate,Moderate,Away,4,0,Home
4085,4247,26-12-2019 15:00,Real Madrid,1.9,1.9,Elche,Antonio Mateu Lahoz,1.7,0.3,Moderate,Moderate,Low,High,Low,Home,4,3,Home
4086,4248,26-12-2019 15:00,Mallorca,1.7,0.9,Atletico Madrid,José María Sánchez Martínez,1.7,0.8,Low,Moderate,Moderate,Moderate,Moderate,Home,3,1,Home
4087,4249,26-12-2019 15:00,Sevilla,0.6,1.9,Espanyol,Mario Melero López,0.6,1.3,Low,High,Moderate,Moderate,High,Home,0,3,Away
4088,4250,26-12-2019 15:00,Real Sociedad,1.0,1.3,Real Madrid,Juan Martínez Munuera,0.5,1.3,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
4089,4251,26-12-2019 15:00,Athletic Bilbao,1.2,0.5,Rayo Vallecano,José María Sánchez Martínez,1.1,0.5,Moderate,Moderate,Low,High,Low,Home,2,0,Home
4090,4252,26-12-2019 17:30,Villarreal,1.9,0.7,Cadiz,Guillermo Cuadra Fernández,1.0,0.5,Low,Moderate,Low,High,Low,Home,0,2,Away
4091,4253,26-12-2019 20:00,Getafe,0.5,0.4,Valencia,Juan Martínez Munuera,0.4,0.2,Low,Low,Moderate,High,Low,Away,1,1,Draw
4092,4254,27-12-2019 19:45,Mallorca,1.6,3.4,Valencia,Alejandro Hernández Hernández,1.6,3.3,Low,Low,Moderate,High,Moderate,Home,0,5,Away
4093,4255,28-12-2019 12:30,Real Madrid,1.8,0.9,Elche,Jesús Gil Manzano,1.4,0.7,Low,Low,Low,High,Low,Away,0,0,Draw
4094,4256,28-12-2019 15:00,Levante,2.3,1.2,Elche,Alejandro Hernández Hernández,1.2,1.3,High,High,Low,High,Moderate,Home,4,1,Home
4095,4257,28-12-2019 15:00,Granada,1.5,1.8,Rayo Vallecano,Jesús Gil Manzano,0.7,0.8,Low,Low,Moderate,Moderate,Moderate,Away,2,1,Home
4096,4258,28-12-2019 15:00,Atletico Madrid,1.4,0.4,Real Sociedad,José María Sánchez Martínez,1.2,0.2,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
4097,4259,28-12-2019 17:30,Espanyol,1.6,2.0,Elche,Guillermo Cuadra Fernández,0.5,1.6,Low,Moderate,Moderate,Moderate,Low,Home,1,1,Draw
4098,4260,28-12-2019 17:30,Real Madrid,0.5,1.0,Real Madrid,Guillermo Cuadra Fernández,0.6,0.5,Low,Moderate,Low,High,Moderate,Away,1,0,Home
4099,4261,28-12-2019 19:45,Alaves,1.7,0.5,Alaves,Juan Martínez Munuera,1.6,0.3,Moderate,Moderate,Low,High,Low,Away,5,0,Home
4100,4262,29-12-2019 14:00,Atletico Madrid,1.6,3.6,Rayo Vallecano,Antonio Mateu Lahoz,1.4,2.8,Low,Moderate,Moderate,High,Moderate,Home,1,4,Away
4101,4263,29-12-2019 16:30,Celta Vigo,4.0,0.7,Real Madrid,Mario Melero López,3.2,0.7,Low,Moderate,Moderate,High,Low,Home,4,0,Home
4102,4264,29-12-2019 18:00,Granada,1.9,0.3,Real Betis,Guillermo Cuadra Fernández,0.4,0.3,Moderate,High,Low,High,Low,Home,5,0,Home
4103,4265,01-01-2020 12:30,Real Madrid,1.7,1.6,Valencia,Jesús Gil Manzano,0.7,1.5,Low,Low,Moderate,High,Low,Home,2,1,Home
4104,4266,01-01-2020 12:30,Atletico Madrid,0.9,1.3,Atletico Madrid,Juan Martínez Munuera,0.7,2.7,Low,Low,Low,High,Moderate,Away,1,2,Away
4105,4267,01-01-2020 15:00,Villarreal,0.3,1.0,Real Madrid,Alejandro Hernández Hernández,0.3,0.9,Moderate,High,Low,High,Moderate,Away,0,1,Away
4106,4268,01-01-2020 15:00,Getafe,1.4,1.1,Atletico Madrid,Antonio Mateu Lahoz,0.3,0.8,Moderate,Moderate,Moderate,High,Moderate,Home,1,0,Home
4107,4269,01-01-2020 15:00,Getafe,1.5,0.4,Real Sociedad,Antonio Mateu Lahoz,1.3,0.3,Moderate,Moderate,Moderate,Moderate,Low,Home,2,0,Home
4108,4270,01-01-2020 17:30,Getafe,1.2,1.1,Athletic Bilbao,Juan Martínez Munuera,0.9,1.0,Moderate,Moderate,Low,High,Low,Away,0,3,Away
4109,4271,01-01-2020 17:30,Levante,1.0,1.2,Real Betis,Guillermo Cuadra Fernández,1.0,0.5,Low,Moderate,Moderate,High,Low,Home,1,1,Draw
4110,4272,01-01-2020 17:30,Real Sociedad,1.4,1.3,Real Madrid,Jesús Gil Manzano,1.3,1.3,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
4111,4273,01-01-2020 20:00,Espanyol,0.5,0.8,Real Betis,José María Sánchez Martínez,0.4,0.7,Low,Low,Moderate,High,Low,Home,0,2,Away
4112,4274,02-01-2020 20:00,Barcelona,2.3,1.2,Celta Vigo,Jesús Gil Manzano,1.0,1.3,Moderate,Moderate,High,Moderate,Low,Home,2,0,Home
4113,4275,10-01-2020 20:00,Real Betis,2.8,0.5,Espanyol,Antonio Mateu Lahoz,1.6,0.5,Moderate,High,Low,High,Moderate,Away,1,1,Draw
4114,4276,11-01-2020 12:30,Levante,1.2,1.3,Valencia,Jesús Gil Manzano,0.9,1.1,Low,Moderate,Moderate,High,Low,Home,2,2,Draw
4115,4277,11-01-2020 15:00,Real Madrid,2.0,1.5,Elche,José María Sánchez Martínez,1.1,0.7,Low,Moderate,Low,Moderate,Moderate,Away,3,1,Home
4116,4278,11-01-2020 15:00,Athletic Bilbao,1.6,1.2,Alaves,Antonio Mateu Lahoz,1.6,0.3,Low,Low,Low,High,Low,Home,2,3,Away
4117,4279,11-01-2020 15:00,Real Madrid,0.1,2.5,Mallorca,Alejandro Hernández Hernández,0.2,2.4,Moderate,Moderate,Moderate,Moderate,Low,Away,0,1,Away
4118,4280,11-01-2020 15:00,Cadiz,0.5,1.6,Real Betis,Alejandro Hernández Hernández,0.4,1.4,High,Moderate,Moderate,High,High,Home,0,0,Draw
4119,4281,11-01-2020 15:00,Rayo Vallecano,2.7,0.3,Cadiz,José María Sánchez Martínez,1.4,0.2,Moderate,High,Low,High,High,Away,3,0,Home
4120,4282,11-01-2020 17:30,Atletico Madrid,1.2,1.8,Villarreal,José María Sánchez Martínez,1.1,1.0,Low,Moderate,Moderate,High,Low,Home,2,2,Draw
4121,4283,12-01-2020 14:00,Barcelona,1.6,0.5,Barcelona,Guillermo Cuadra Fernández,0.5,0.4,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
4122,4284,12-01-2020 16:30,Cadiz,0.7,2.3,Alaves,Carlos Del Cerro Grande,0.4,1.6,Moderate,Moderate,Low,Moderate,Moderate,Away,0,4,Away
4123,4285,18-01-2020 12:30,Espanyol,1.5,0.9,Granada,Alejandro Hernández Hernández,0.9,0.7,Low,Moderate,Low,High,Moderate,Away,2,3,Away
4124,4286,18-01-2020 15:00,Espanyol,0.4,1.2,Villarreal,Antonio Mateu Lahoz,1.3,0.3,Low,Moderate,Low,High,Moderate,Home,0,3,Away
4125,4287,18-01-2020 15:00,Rayo Vallecano,1.8,1.3,Villarreal,Jesús Gil Manzano,1.3,1.0,Moderate,Moderate,Moderate,Moderate,Moderate,Away,1,3,Away
4126,4288,18-01-2020 15:00,Valencia,2.4,2.0,Atletico Madrid,Carlos Del Cerro Grande,2.1,0.4,Low,Low,Moderate,Low,Moderate,Away,2,2,Draw
4127,4289,18-01-2020 15:00,Real Sociedad,2.7,0.2,Cadiz,Antonio Mateu Lahoz,1.0,0.2,Moderate,Moderate,Moderate,High,Low,Away,4,0,Home
